subject,trial,visual_size,visual_brightness,audio_pitch,audio_location,button,RT,LeftAnsMark
000,1013,1,1,1,3,2,404,right
000,1014,1,1,1,5,2,437,right
000,1015,1,2,2,1,1,338,left
000,1016,1,1,2,5,2,383,right
000,1017,1,1,2,1,1,380,left
000,1018,2,2,1,2,2,438,right
000,1019,1,1,2,4,1,437,left
000,1020,1,1,1,3,2,432,right
000,1021,2,2,2,2,1,508,left
000,1022,1,2,2,1,1,405,left
000,1023,1,1,2,5,2,326,right
000,1024,2,2,2,4,1,369,left
000,1025,0,0,2,1,1,302,left
000,1026,1,1,1,1,1,381,left
000,1027,1,2,1,3,1,351,left
000,1028,1,2,1,2,1,351,left
000,1029,1,1,2,3,1,432,left
000,1030,0,0,2,5,2,325,right
000,1031,2,1,1,2,1,545,left
000,1032,1,2,2,2,2,551,right
000,1033,2,1,1,1,1,462,left
000,1034,1,2,2,5,2,463,right
000,1035,0,0,1,5,1,485,left
000,1036,0,0,2,1,1,481,left
000,1037,2,1,1,5,2,335,right
000,1038,1,1,1,5,2,322,right
000,1039,0,0,1,4,2,323,right
000,1040,2,1,1,5,2,341,right
000,1041,2,1,1,4,2,434,right
000,1042,2,2,1,2,1,427,left
000,1043,2,1,2,4,2,379,right
000,1044,1,2,2,3,2,408,right
000,1045,0,0,1,4,1,341,left
000,1046,1,2,2,3,2,377,right
000,1047,1,1,2,3,2,412,right
000,1048,1,2,1,1,1,323,left
000,1049,2,2,1,1,1,396,left
000,1050,0,0,2,3,2,465,right
000,1051,2,2,1,2,1,480,left
000,1052,0,0,1,2,1,370,left
000,1053,0,0,2,4,2,428,right
000,1054,2,1,1,2,1,351,left
000,1055,2,1,2,1,1,404,left
000,1056,2,1,1,3,1,410,left
000,1057,2,2,1,1,1,369,left
000,1058,1,1,2,4,2,408,right
000,1059,2,1,1,1,1,455,left
000,1060,1,2,1,4,2,364,right
000,1061,2,2,2,1,1,380,left
000,1062,0,0,1,5,2,326,right
000,1063,2,2,2,1,1,335,left
000,1064,0,0,2,1,1,380,left
000,1065,0,0,2,3,2,432,right
000,1066,2,2,2,4,2,419,right
000,1067,1,2,1,2,1,358,left
000,1068,2,1,1,4,2,375,right
000,1069,1,1,2,2,1,354,left
000,1070,2,1,2,4,1,545,left
000,1071,0,0,2,4,2,382,right
000,1072,0,0,1,1,1,394,left
000,1073,2,2,1,3,1,400,left
000,1074,0,0,2,3,2,376,right
000,1075,0,0,1,5,2,353,right
000,1076,2,1,2,4,1,392,left
000,1077,2,2,2,4,1,382,left
000,1078,1,1,1,5,2,393,right
000,1079,0,0,1,4,2,407,right
000,1080,2,2,1,2,2,392,right
000,1081,0,0,1,4,2,398,right
000,1082,1,2,2,1,1,452,left
000,1083,2,2,1,4,1,377,left
000,1084,2,1,2,5,2,355,right
000,1085,1,1,2,4,2,378,right
000,1086,2,1,1,2,1,375,left
000,1087,0,0,2,5,2,353,right
000,1088,0,0,1,2,1,482,left
000,1089,0,0,1,2,2,389,right
000,1090,2,2,2,3,2,540,right
000,1091,2,1,1,5,2,591,right
000,1092,1,1,1,4,1,434,left
000,1093,2,2,2,4,2,431,right
000,1094,2,1,2,2,1,353,left
000,1095,0,0,1,4,1,600,left
000,1096,1,2,1,4,1,518,left
000,1097,2,1,1,5,2,455,right
000,1098,2,1,2,3,1,399,left
000,1099,0,0,1,3,1,421,left
000,1100,0,0,1,5,2,407,right
000,1101,1,1,2,3,1,486,left
000,1102,2,2,1,3,1,441,left
000,1103,2,1,1,1,1,341,left
000,1104,2,2,1,5,2,396,right
000,1105,2,1,2,3,1,418,left
000,1106,2,2,1,5,2,484,right
000,1107,2,2,2,2,1,577,left
000,1108,1,2,1,5,2,466,right
000,1109,1,1,1,2,1,395,left
000,1110,2,1,2,2,2,561,right
000,1111,1,2,1,5,2,472,right
000,1112,1,2,1,2,2,515,right
000,1113,1,1,2,5,2,435,right
000,1114,1,2,2,3,1,399,left
000,1115,1,2,2,1,1,334,left
000,1116,1,2,2,4,2,467,right
000,1117,2,1,2,5,2,396,right
000,1118,1,2,2,5,2,373,right
000,1119,1,1,2,3,1,304,left
000,1120,2,2,2,2,1,336,left
000,1121,0,0,2,3,2,374,right
000,1122,2,1,2,4,1,329,left
000,1123,2,2,1,5,2,934,right
000,1124,2,2,1,4,2,893,right
000,1125,1,2,2,4,1,406,left
000,1126,2,1,2,5,2,400,right
000,1127,1,2,1,1,1,294,left
000,1128,1,1,2,5,2,325,right
000,1129,1,1,1,3,1,400,left
000,1130,0,0,2,1,1,407,left
000,1131,1,1,2,1,1,342,left
000,1132,1,1,2,2,1,462,left
000,1133,0,0,2,1,1,351,left
000,1134,1,1,1,4,2,319,right
000,1135,0,0,1,3,2,385,right
000,1136,1,1,1,4,2,462,right
000,1137,2,2,2,1,1,582,left
000,1138,1,2,1,3,1,392,left
000,1139,0,0,2,2,2,334,right
000,1140,0,0,2,2,2,405,right
000,1141,1,1,1,1,2,381,right
000,1142,1,1,1,1,2,425,right
000,1143,1,2,2,2,2,574,right
000,1144,2,1,2,1,1,680,left
000,1145,1,1,1,2,2,580,right
000,1146,1,2,2,2,1,463,left
000,1147,2,1,1,3,1,719,left
000,1148,2,2,1,2,1,486,left
000,1149,1,1,2,3,2,491,right
000,1150,1,2,1,3,2,769,right
000,1151,1,1,1,5,2,426,right
000,1152,1,2,1,3,2,478,right
000,1153,2,1,1,1,1,393,left
000,1154,2,2,1,4,2,383,right
000,1155,2,2,2,5,2,483,right
000,1156,1,2,2,2,1,391,left
000,1157,1,1,2,4,2,518,right
000,1158,2,2,2,2,1,463,left
000,1159,1,2,2,5,2,488,right
000,1160,2,2,2,5,1,421,left
000,1161,1,1,2,1,1,504,left
000,1162,0,0,2,2,1,552,left
000,1163,1,2,2,1,1,784,left
000,1164,1,2,1,4,2,696,right
000,1165,2,2,1,1,1,387,left
000,1166,2,2,1,1,1,704,left
000,1167,2,2,2,3,2,485,right
000,1168,2,2,1,3,1,416,left
000,1169,1,2,1,1,1,417,left
000,1170,2,1,1,4,1,385,left
000,1171,1,2,2,3,2,453,right
000,1172,1,1,2,1,1,513,left
000,1173,1,2,2,3,2,425,right
000,1174,1,1,1,1,1,450,left
000,1175,2,2,2,3,2,417,right
000,1176,0,0,1,3,1,458,left
000,1177,2,1,2,1,1,816,left
000,1178,0,0,2,5,2,541,right
000,1179,1,2,1,5,2,375,right
000,1180,2,1,1,2,1,311,left
000,1181,1,1,2,5,2,374,right
000,1182,1,1,1,5,2,423,right
000,1183,1,1,1,2,1,361,left
000,1184,1,1,1,3,1,338,left
000,1185,1,1,1,3,1,341,left
000,1186,1,2,1,1,1,355,left
000,1187,2,1,2,3,1,395,left
000,1188,1,1,2,2,1,433,left
000,1189,2,1,2,2,1,348,left
000,1190,2,1,1,4,1,384,left
000,1191,1,2,2,4,1,420,left
000,1192,0,0,1,1,1,444,left
000,1193,2,2,2,5,2,354,right
000,1194,0,0,1,1,1,328,left
000,1195,0,0,2,5,2,996,right
000,1196,2,1,1,5,1,565,left
000,1197,0,0,2,4,2,395,right
000,1198,1,2,2,5,2,473,right
000,1199,2,1,1,3,1,403,left
000,1200,1,2,1,2,1,419,left
000,1201,1,2,1,1,1,378,left
000,1202,0,0,1,4,2,357,right
000,1203,2,2,2,3,1,363,left
000,1204,1,1,1,2,1,340,left
000,1205,1,2,2,5,2,377,right
000,1206,2,1,2,5,2,340,right
000,1207,1,2,2,4,1,368,left
000,1208,2,1,2,1,1,322,left
000,1209,2,2,1,2,1,475,left
000,1210,2,2,1,3,1,397,left
000,1211,1,2,1,2,2,515,right
000,1212,2,1,2,4,2,531,right
000,1213,2,2,2,1,1,293,left
000,1214,1,2,1,1,1,388,left
000,1215,2,1,1,2,1,352,left
000,1216,0,0,2,5,2,360,right
000,1217,2,1,2,2,1,375,left
000,1218,2,1,1,2,1,457,left
000,1219,2,1,1,4,1,369,left
000,1220,0,0,2,2,1,403,left
000,1221,1,1,2,2,1,345,left
000,1222,0,0,1,1,1,333,left
000,1223,1,1,1,1,1,375,left
000,1224,1,1,1,3,1,403,left
000,1225,2,2,2,5,2,435,right
000,1226,2,1,1,3,1,458,left
000,1227,1,1,1,5,2,381,right
000,1228,2,2,2,4,1,444,left
000,1229,1,1,2,4,2,395,right
000,1230,0,0,2,1,1,421,left
000,1231,1,1,2,5,2,296,right
000,1232,2,2,1,1,1,434,left
000,1233,0,0,2,4,2,377,right
000,1234,0,0,2,3,1,432,left
000,1235,1,2,1,2,1,535,left
000,1236,2,2,2,1,1,436,left
000,1237,2,2,1,1,1,436,left
000,1238,0,0,1,4,2,475,right
000,1239,1,2,2,2,1,486,left
000,1240,2,1,1,1,1,363,left
000,1241,1,2,2,4,2,469,right
000,1242,2,1,1,4,1,777,left
000,1243,2,2,2,5,2,411,right
000,1244,1,2,1,4,2,546,right
000,1245,2,2,1,4,1,432,left
000,1246,1,1,1,3,1,757,left
000,1247,1,2,2,3,2,339,right
000,1248,2,2,1,2,1,401,left
000,1249,1,1,2,4,2,375,right
000,1250,1,2,1,5,2,432,right
000,1251,1,1,1,1,1,338,left
000,1252,2,2,2,3,2,600,right
000,1253,1,1,2,1,2,766,right
000,1254,2,2,2,2,1,436,left
000,1255,2,2,2,5,2,418,right
000,1256,1,2,2,5,1,346,left
000,1257,1,1,1,3,1,474,left
000,1258,2,2,1,3,1,458,left
000,1259,1,2,1,4,1,594,left
000,1260,2,1,2,3,1,568,left
000,1261,2,1,2,3,1,463,left
000,1262,1,1,1,4,2,438,right
000,1263,2,1,1,1,1,395,left
000,1264,2,2,1,3,2,458,right
000,1265,1,1,2,3,1,560,left
000,1266,1,1,1,1,1,416,left
000,1267,2,1,2,1,1,472,left
000,1268,2,2,1,4,2,506,right
000,1269,2,2,2,4,1,473,left
000,1270,1,2,1,2,1,530,left
000,1271,1,2,1,4,1,452,left
000,1272,2,2,2,1,1,378,left
000,1273,0,0,1,5,2,422,right
000,1274,0,0,2,1,1,495,left
000,1275,2,1,1,5,2,380,right
000,1276,2,1,2,5,2,405,right
000,1277,2,1,2,4,2,397,right
000,1278,1,1,2,5,2,356,right
000,1279,2,2,2,2,1,444,left
000,1280,1,1,1,4,2,592,right
000,1281,1,1,1,4,2,932,right
000,1282,1,2,1,3,1,451,left
000,1283,1,1,1,5,2,528,right
000,1284,0,0,2,2,1,532,left
000,1285,1,2,1,5,2,422,right
000,1286,1,1,2,3,1,455,left
000,1287,2,1,2,3,1,461,left
000,1288,0,0,2,5,2,423,right
000,1289,0,0,2,3,1,411,left
000,1290,2,1,1,3,2,612,right
000,1291,2,2,1,5,2,522,right
000,1292,1,2,2,2,1,546,left
000,1293,1,2,2,3,1,615,left
000,1294,0,0,2,4,2,616,right
000,1295,0,0,1,2,1,487,left
000,1296,1,1,2,1,1,484,left
000,1297,2,2,1,5,2,390,right
000,1298,2,2,2,4,1,402,left
000,1299,2,1,1,5,2,418,right
000,1300,0,0,1,3,1,388,left
000,1301,2,1,1,1,1,408,left
000,1302,1,1,2,2,2,865,right
000,1303,1,1,2,1,1,438,left
000,1304,2,1,1,2,1,545,left
000,1305,0,0,1,2,1,390,left
000,1306,1,2,2,1,1,476,left
000,1307,1,1,2,3,2,456,right
000,1308,2,1,1,4,1,505,left
000,1309,0,0,1,2,1,495,left
000,1310,0,0,2,1,1,524,left
000,1311,1,2,1,5,2,373,right
000,1312,1,2,2,1,1,416,left
000,1313,0,0,2,2,1,450,left
000,1314,0,0,1,4,2,415,right
000,1315,1,2,2,2,1,487,left
000,1316,0,0,1,3,2,922,right
000,1317,2,1,1,3,1,360,left
000,1318,2,1,2,5,2,433,right
000,1319,1,1,2,4,2,452,right
000,1320,1,1,2,2,1,372,left
000,1321,1,2,1,3,1,439,left
000,1322,0,0,1,3,2,383,right
000,1323,1,1,1,5,2,408,right
000,1324,1,2,1,3,1,507,left
000,1325,1,2,2,3,1,373,left
000,1326,1,2,2,1,1,371,left
000,1327,0,0,1,1,1,441,left
000,1328,1,2,2,5,2,328,right
000,1329,0,0,1,1,1,408,left
000,1330,2,2,1,1,1,419,left
000,1331,2,2,1,2,1,521,left
000,1332,0,0,2,5,2,364,right
000,1333,1,1,2,5,2,391,right
000,1334,1,2,1,1,1,409,left
000,1335,0,0,1,5,2,325,right
000,1336,0,0,2,4,2,509,right
000,1337,1,1,1,2,1,418,left
000,1338,2,1,2,2,1,366,left
000,1339,2,1,2,4,2,323,right
000,1340,2,2,2,3,2,426,right
000,1341,1,2,2,4,1,304,left
000,1342,0,0,2,3,1,492,left
000,1343,2,1,1,5,2,405,right
000,1344,2,2,1,5,1,488,left
000,1345,2,2,1,4,2,561,right
000,1346,2,2,2,2,1,411,left
000,1347,2,1,2,2,2,366,right
000,1348,2,1,2,1,1,341,left
000,1349,1,1,1,2,1,445,left
000,1350,0,0,1,5,2,383,right
000,1351,1,1,1,2,1,596,left
000,1352,2,2,2,5,2,397,right
000,1353,2,2,1,2,1,384,left
000,1354,0,0,1,4,2,418,right
000,1355,1,2,2,2,1,344,left
000,1356,2,1,2,2,1,441,left
000,1357,2,1,1,5,2,288,right
000,1358,2,2,2,1,1,347,left
000,1359,2,2,1,2,1,387,left
000,1360,2,2,2,2,1,373,left
000,1361,2,2,1,1,1,371,left
000,1362,1,2,2,2,1,407,left
000,1363,1,1,2,2,1,404,left
000,1364,0,0,1,5,2,351,right
000,1365,0,0,2,5,2,395,right
000,1366,1,2,2,1,1,427,left
000,1367,1,1,2,2,2,386,right
000,1368,1,2,1,1,1,331,left
000,1369,2,1,2,4,2,444,right
000,1370,2,1,1,5,2,439,right
000,1371,1,1,2,3,1,361,left
000,1372,1,1,1,1,1,444,left
000,1373,2,1,1,2,1,419,left
000,1374,0,0,1,3,1,360,left
000,1375,2,2,1,3,1,396,left
000,1376,0,0,2,5,2,300,right
000,1377,1,2,1,4,2,457,right
000,1378,2,2,1,2,2,493,right
000,1379,1,1,2,3,1,375,left
000,1380,2,2,2,4,1,419,left
000,1381,0,0,2,4,2,441,right
000,1382,1,1,2,5,2,435,right
000,1383,1,2,2,4,1,497,left
000,1384,1,1,2,1,1,457,left
000,1385,1,1,1,5,2,437,right
000,1386,0,0,2,1,1,476,left
000,1387,1,1,1,2,2,1053,right
000,1388,1,2,1,2,2,674,right
000,1389,2,2,1,1,1,536,left
000,1390,0,0,2,5,2,471,right
000,1391,2,1,1,1,1,444,left
000,1392,2,2,2,4,2,364,right
000,1393,1,1,2,4,1,395,left
000,1394,2,1,2,5,2,404,right
000,1395,1,2,1,1,1,446,left
000,1396,1,2,1,4,2,398,right
000,1397,2,2,2,5,2,392,right
000,1398,2,1,1,2,1,403,left
000,1399,2,2,2,3,1,469,left
000,1400,1,1,2,5,2,352,right
000,1401,2,1,1,5,2,548,right
000,1402,2,2,1,1,1,382,left
000,1403,2,1,1,3,1,486,left
000,1404,1,2,2,4,2,348,right
000,1405,0,0,1,3,1,705,left
000,1406,0,0,1,2,1,1211,left
000,1407,0,0,2,4,2,503,right
000,1408,1,1,2,1,1,408,left
000,1409,1,1,1,4,2,397,right
000,1410,0,0,1,3,1,504,left
000,1411,0,0,2,2,1,435,left
000,1412,1,2,1,4,2,393,right
000,1413,2,2,1,4,1,459,left
000,1414,2,1,2,5,2,440,right
000,1415,0,0,2,2,1,511,left
000,1416,1,1,1,1,1,554,left
000,1417,1,2,1,2,2,405,right
000,1418,1,1,1,1,1,425,left
000,1419,2,2,2,2,1,1169,left
000,1420,2,2,1,5,2,354,right
000,1421,2,2,2,1,1,382,left
000,1422,2,2,2,1,1,437,left
000,1423,2,1,2,3,1,519,left
000,1424,1,1,2,5,2,364,right
000,1425,1,2,2,3,2,441,right
000,1426,1,2,1,3,1,551,left
000,1427,2,1,1,4,2,1000,right
000,1428,0,0,2,3,1,475,left
000,1429,1,1,2,4,2,352,right
000,1430,0,0,2,2,1,411,left
000,1431,0,0,1,5,2,389,right
000,1432,0,0,1,1,1,411,left
000,1433,2,1,1,4,1,732,left
000,1434,1,1,1,5,2,359,right
000,1435,2,2,2,3,1,450,left
000,1436,1,2,2,5,2,460,right
000,1437,0,0,2,3,1,517,left
000,1438,1,2,1,5,2,398,right
000,1439,2,1,2,1,1,398,left
000,1440,1,1,1,3,1,479,left
000,1441,0,0,2,1,1,611,left
000,1442,2,2,1,3,1,414,left
000,1443,1,2,2,3,1,480,left
000,1444,2,1,2,5,1,438,left
000,1445,2,1,2,3,1,396,left
000,1446,1,2,2,5,2,363,right
000,1447,0,0,1,2,1,415,left
000,1448,1,2,2,5,2,419,right
000,1449,1,2,2,1,1,310,left
000,1450,1,2,2,1,1,368,left
000,1451,2,1,1,3,1,398,left
000,1452,1,1,2,2,1,358,left
000,1453,1,2,1,2,1,481,left
000,1454,2,2,2,4,2,421,right
000,1455,1,2,1,5,1,338,left
000,1456,1,1,2,4,2,499,right
000,1457,1,1,1,4,1,861,left
000,1458,2,1,2,2,1,564,left
000,1459,2,1,2,4,2,684,right
000,1460,0,0,2,4,1,424,left
000,1461,1,2,1,3,1,509,left
000,1462,2,2,1,4,1,488,left
000,1463,1,1,1,5,2,366,right
000,1464,2,2,2,2,1,498,left
000,1465,2,1,2,1,2,431,right
000,1466,2,2,2,3,2,486,right
000,1467,1,1,1,3,1,468,left
000,1468,2,1,1,2,1,342,left
000,1469,0,0,2,3,1,428,left
000,1470,2,1,1,3,1,394,left
000,1471,0,0,2,1,1,400,left
000,1472,1,1,2,3,1,438,left
000,1473,2,2,1,4,1,518,left
000,1474,2,1,2,1,1,472,left
000,1475,1,2,1,5,1,454,left
000,1476,2,1,2,3,1,805,left
000,1477,1,2,2,2,1,476,left
000,1478,0,0,1,4,1,631,left
000,1479,0,0,1,4,2,378,right
000,1480,1,2,1,1,1,440,left
000,1481,1,2,1,3,1,822,left
000,1482,2,2,2,5,2,623,right
000,1483,1,1,1,2,1,425,left
000,1484,1,1,1,4,1,460,left
000,1485,0,0,1,1,1,653,left
000,1486,1,1,2,1,1,515,left
000,1487,2,2,1,5,2,550,right
000,1488,1,2,2,4,2,701,right
000,1489,2,1,2,4,2,498,right
000,1490,1,2,2,3,1,528,left
000,1491,0,0,1,2,2,477,right
000,1492,2,2,1,5,2,443,right
000,1493,2,1,2,2,1,412,left
000,1494,1,1,1,3,1,513,left
000,1495,0,0,1,5,2,435,right
000,1496,2,2,1,3,1,427,left
000,1497,2,1,1,1,1,451,left
000,1498,2,1,1,4,1,732,left
000,1499,0,0,1,1,1,458,left
000,1500,2,1,1,1,1,414,left
